RegionID,SizeRank,RegionName,RegionType,StateName,2018-01-31,2018-02-28,2018-03-31,2018-04-30,2018-05-31,2018-06-30,2018-07-31,2018-08-31,2018-09-30,2018-10-31,2018-11-30,2018-12-31,2019-01-31,2019-02-28,2019-03-31,2019-04-30,2019-05-31,2019-06-30,2019-07-31,2019-08-31,2019-09-30,2019-10-31,2019-11-30,2019-12-31,2020-01-31,2020-02-29,2020-03-31,2020-04-30,2020-05-31,2020-06-30,2020-07-31,2020-08-31,2020-09-30,2020-10-31,2020-11-30,2020-12-31,2021-01-31,2021-02-28,2021-03-31,2021-04-30,2021-05-31,2021-06-30,2021-07-31,2021-08-31,2021-09-30,2021-10-31,2021-11-30,2021-12-31,2022-01-31,2022-02-28,2022-03-31,2022-04-30
102001,0,United States,Country,,0.6360638694059959,0.6146757099156445,0.5763413373942838,0.5493089647286133,0.5331082238780397,0.5265589094449854,0.5435542658537693,0.5716253555136007,0.5926573055189701,0.6112340896513558,0.6269196832452839,0.642078239608802,0.6600794043859151,0.6339114936532777,0.6061250717781849,0.5768292682926829,0.5537791614123582,0.5471311067296011,0.5580864636105276,0.5775199023121571,0.5897554178983638,0.6009453555826112,0.6079560009828677,0.6240428406986638,0.6403705080964133,0.6082188595896383,0.5593458471907684,0.527275944635224,0.542909777395014,0.5291826278103735,0.5026673288534371,0.4826709243721492,0.46563285834031853,0.4547977329153942,0.4498096166112931,0.46249935190465963,0.4748436796558451,0.45393388162883885,0.39670768657234645,0.33246003904004184,0.2902091932551997,0.26737746405347435,0.27212184352229296,0.3011051837433011,0.3298695672152239,0.35200297368358235,0.3649430638366647,0.3744795685085171,0.38641240039082636,0.35267472288677254,0.29480367724637624,0.25532730298559964
394913,1,"New York, NY",Msa,NY,0.6982089552238806,0.7094448449891853,0.6946230274693161,0.6654275092936803,0.6632124352331606,0.621041702716733,0.6212326447680325,0.6320852449311825,0.6570359592600291,0.6863810098571715,0.6942328618063112,0.6924406047516198,0.7184383015104018,0.7266260162601627,0.7140779522978475,0.6959687906371912,0.6679158859046429,0.65750452079566,0.6564086294416244,0.663968253968254,0.6862003780718336,0.6974667395662475,0.6945633561643836,0.6925830184927421,0.7142172140973387,0.725268817204301,0.684106614017769,0.6334745762711864,0.645513138324244,0.6567752645777132,0.5890165111270639,0.5226130653266332,0.49920865207069376,0.4706875753920386,0.4694546945469455,0.47016876634181126,0.4856217616580311,0.5043723554301833,0.49674786379288355,0.46316516931582585,0.3955435708203236,0.36320380650277556,0.3376471959892736,0.33885247786593076,0.3606917375789185,0.38395736923292667,0.3872885230909922,0.4039075940034407,0.41137951105937137,0.41556350626118066,0.3930469105814483,0.31053294167016365
753899,2,"Los Angeles-Long Beach-Anaheim, CA",Msa,CA,0.5061820906706632,0.4758568452944518,0.4233786610878661,0.4173017783126086,0.41141826923076924,0.41969996511222235,0.45137250031052045,0.47575360419397117,0.5169612995699953,0.53517338995046,0.5622555410691004,0.5752039730400851,0.6036793095616625,0.579900797929696,0.5632678132678133,0.5313672922252011,0.5178767541183649,0.5095468431771895,0.524222086638194,0.5158624042785949,0.5215091187526103,0.5284316318434277,0.5139833711262283,0.5321688500727803,0.540007584376185,0.4799388612915552,0.41781363708274005,0.4072107940721079,0.49189907038512615,0.5040947900331069,0.45069880753942815,0.41485913737222635,0.38359819046514326,0.36905559276624245,0.3449074074074074,0.3604637814257835,0.3707633829585049,0.3357969151670951,0.2819664651534162,0.24044654358093603,0.2221458834306653,0.20080862533692723,0.20403637170104236,0.22283042536207093,0.23991135992535573,0.24393864423552697,0.24206708975521304,0.24778761061946902,0.25729689533370514,0.19859539602028872,0.16396371632765255,0.1530979827089337
394463,3,"Chicago, IL",Msa,IL,0.7660703754668764,0.7593352039715088,0.7229872881355932,0.6868675383740762,0.673263407876509,0.6673713883016209,0.679039967456524,0.6995708154506438,0.7270805812417437,0.7297648434454983,0.7488083200924455,0.7701757379286811,0.7819239156772474,0.7605465004793864,0.722213634255681,0.7076451156205757,0.6868266868266868,0.6844886814057958,0.6931277365315058,0.7136408243375859,0.7141072097963264,0.7321798464725234,0.7479463899697363,0.7599183197199533,0.7666273120818575,0.7620534842865508,0.7225670143932391,0.6971069182389937,0.711507530340693,0.6969253294289898,0.6517611791156632,0.631473771856786,0.6105171664493698,0.5957007738607051,0.6000849076629166,0.6024976187956398,0.6166744294364229,0.6037859007832899,0.5327217809598389,0.4543339739051279,0.38803854875283444,0.3682302456348032,0.37262678254999576,0.41178994336708424,0.46303240073069896,0.49293072106645125,0.5123620309050773,0.5282164421737111,0.5474476439790575,0.48384184870915325,0.3933961047336515,0.325437981779958
394514,4,"Dallas-Fort Worth, TX",Msa,TX,0.6005879882402352,0.5554760200429492,0.5344851805028796,0.4946546052631579,0.49598977101011277,0.5033831077928138,0.5181720043181001,0.5679853925745587,0.5749211356466877,0.59984375,0.6172516151562772,0.6338174273858921,0.6459259259259259,0.609869827083738,0.5887864591204474,0.5596467391304348,0.5565789473684211,0.5670009115770283,0.569948817938094,0.5936751921380874,0.6219701678060907,0.6082008107265358,0.6116031086210013,0.6323185011709602,0.6411272567151035,0.6055576277508392,0.5668313126777429,0.5371086880056278,0.5543918918918919,0.5309857523456504,0.5154455445544555,0.506058204053901,0.48412037587724516,0.4691902486830822,0.4705623256496843,0.4662973222530009,0.4721665999199039,0.4014612954186414,0.3320961995249406,0.23966723887495048,0.20198675496688742,0.19264569842738205,0.20073511975337918,0.2361992013154804,0.26998754669987546,0.2945990180032733,0.29348910101154013,0.3012756198939372,0.2926485397784491,0.2377541142303969,0.1894405279736013,0.15630550621669628
394974,5,"Philadelphia, PA",Msa,PA,0.6439847577572129,0.6276178010471204,0.5943824865757952,0.5859941944847605,0.5519545606414968,0.5331702011963023,0.5609756097560976,0.5644513826940232,0.5964966195451752,0.6071535918244665,0.6291913214990138,0.6192384769539078,0.6574031890660592,0.6708507670850767,0.6059773273789076,0.5730145175064048,0.5375972342264477,0.5265988092951795,0.5297868101215382,0.5728053635030379,0.5841534191269241,0.5848570692763327,0.5874028856825749,0.5998441963126461,0.6313330937836866,0.6054530874097834,0.5395449620801733,0.5034544908380895,0.5209992758870384,0.5113212955001433,0.463301043219076,0.43030412744388125,0.4092904169714704,0.398355351846859,0.38417555246484314,0.39312362838332116,0.4089987839481151,0.41526011560693643,0.36651333946642134,0.3220761936449842,0.27193949897589414,0.24981756263682803,0.2516782940634461,0.2732520005247278,0.29840713137512787,0.32293122185995965,0.3412382619767627,0.3329635499207607,0.3614579138139348,0.3665761540360405,0.3035264483627204,0.24550338705909835
394692,6,"Houston, TX",Msa,TX,0.7141821696061851,0.7087934560327198,0.6932846483568821,0.6570657065706571,0.6633204633204633,0.6512149532710281,0.6611223799864774,0.6688008536748032,0.6880669923237962,0.6949036986534856,0.6890105740181269,0.6995715815780078,0.6946890088043169,0.6736392742796158,0.6779882429784455,0.6611434542469026,0.6463697219361483,0.6447811447811448,0.6511388495689101,0.6806022314827261,0.6853324310607343,0.6845569620253165,0.6687258687258687,0.690793754066363,0.6981034034814237,0.6782426778242678,0.6585888559182328,0.6261008807045636,0.6459041147602869,0.6296006264682851,0.6192269354302802,0.6143630737493554,0.6108537392455328,0.5993438320209974,0.5922478254234702,0.5975798146240988,0.6037044575615713,0.568676716917923,0.5116026597910164,0.43630490956072354,0.3791738807815978,0.34641751437417073,0.3531572904707233,0.3914180435041008,0.43331189710610934,0.44699018073146435,0.461135240377415,0.46500777604976673,0.4465581486565993,0.42323214599052467,0.36315580811417997,0.31195633634658027
395209,7,"Washington, DC",Msa,DC,0.5521936459909228,0.5102389078498294,0.45111624326404925,0.40295566502463054,0.3970796043334903,0.41017780502759044,0.42910159270140713,0.47447891022484817,0.4841960604672469,0.4871425632585888,0.5087170317389361,0.52742396672732,0.5320560058953574,0.5007462686567165,0.42552586696986927,0.3978443113772455,0.37993389072525763,0.40018552875695734,0.41475474683544306,0.4323404255319149,0.46777070063694265,0.43946188340807174,0.4633129516397999,0.47542679772374546,0.49910104279036316,0.43068817912413565,0.3692416725726435,0.32328560663149963,0.3749683303775019,0.3732311320754717,0.3288590604026846,0.31133113311331134,0.2976105563480742,0.271407110665999,0.2764519838987924,0.30405225273260467,0.3127885966673359,0.2711433046202036,0.21659654722181923,0.18725822050290136,0.15394898072852847,0.16725112020261057,0.19304041405131594,0.23641118944735046,0.26499469214437366,0.2845865667647846,0.29996032270863643,0.30629865534324136,0.3163373698746548,0.24352446313925172,0.176007866273353,0.14536383966970584
394856,8,"Miami-Fort Lauderdale, FL",Msa,FL,0.8212139423076923,0.813005600497822,0.8071973827699018,0.7942412778478353,0.8064382996285596,0.7880246438197921,0.793827971109652,0.7945411562432839,0.7908817908817909,0.8075642245480494,0.806677436725902,0.8074433656957929,0.8223965763195435,0.8160130718954248,0.8145938503900872,0.8023443815683104,0.8071960748682537,0.785577942735949,0.801248293348937,0.7913730514627375,0.8123795761078998,0.7902065444418659,0.793047256925584,0.800433317284545,0.8091674462114126,0.8061193577703726,0.7839737582005624,0.7649625935162094,0.7828054298642534,0.7793386011120866,0.7508665511265165,0.7453703703703703,0.7346145982416684,0.7244427363566487,0.7202061412926777,0.7223128511872394,0.7250505050505051,0.7251995438996579,0.690674753601213,0.6468862080208673,0.6068601583113457,0.5646651270207852,0.531958025280229,0.5395403194390339,0.5431085918854416,0.5495998792088178,0.5540924734400718,0.5266264252179745,0.5487617421007686,0.5101549053356282,0.4506718314973974,0.4020993136859104
394347,9,"Atlanta, GA",Msa,GA,0.6442445307708036,0.6088802405802229,0.5747552262503308,0.5283875851627555,0.5121198765976201,0.5321936056838366,0.5348327566320646,0.5721800831906043,0.5770598695909899,0.6029433192481423,0.6104417670682731,0.6140657802659202,0.6349021435228331,0.6095167561562673,0.5938702583837273,0.5669497876592555,0.5544158928957029,0.5575394539799562,0.5599459642012834,0.5832255028820139,0.5900280898876404,0.6070694615700781,0.6164167324388319,0.6257897759908099,0.6437888821994783,0.6062663185378591,0.5725473444396981,0.5197654941373534,0.5240994419076611,0.5393177737881508,0.5164906229790903,0.5048543689320388,0.48375628294716194,0.45597014925373136,0.4559652928416486,0.4448524590163934,0.4622104063805545,0.41751422168591623,0.3558142477540175,0.2949937421777222,0.2705765160004981,0.25395578498485016,0.246218487394958,0.28289473684210525,0.30169440695756483,0.315365159658552,0.3046933573249363,0.3195158348532582,0.3256107834877843,0.307648401826484,0.269154688118159,0.2279615795090715
